PRODUCT ID;PRODUCT NAME;LEGAL PRODUCT GROUP;BLOOMBERG VENDOR CODE;REUTERS VENDOR CODE
L2IN;FUT ON LINDE AG DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;L2IN=A GR Equity;0#L2IN:
L2OR;L OREAL DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;L2OR=A GR Equity;0#L2OR:
LAG;OPTION ON LAGARDERE;SINGLE STOCK OPTIONS;LAG GR Equity;0#LAGA*.EX
LAGH;FUT ON Lagardere S.C.A.;SINGLE STOCK FUTURES;LAGH=A GR Equity;0#LAGF3:
LANG;FUT ON LAND SECURITIES GROUP;SINGLE STOCK FUTURES;LANG=A GR Equity;0#LANF2:
LANH;FUT ON LAND SECURITIES GROUP ;SINGLE STOCK FUTURES;LANH=A GR Equity;0#LANF3:
LDV;OPTION ON GEMALTO  N.V.;SINGLE STOCK OPTIONS;GTO NA Equity;0#GTO*.EX
LDVF;FUT ON GEMALTO;SINGLE STOCK FUTURES;LDVF=A GR Equity;0#GTO:
LEG;OPTION ON LEG IMMOBILIEN;SINGLE STOCK OPTIONS;LEG GR Equity;0#LEGn*.EX
LEGF;FUT ON LEG Immobilien AG;SINGLE STOCK FUTURES;LEGF=A GR Equity;0#LEGn:
LEN;OPT ON LENZING AG;SINGLE STOCK OPTIONS;LNZ AV Equity;0#LENV*.EX
LENH;FUT ON Lenzing;SINGLE STOCK FUTURES;LENH=A GR Equity;0#LENV3:
LEO;OPTION ON LEONI;SINGLE STOCK OPTIONS;LEO GR Equity;0#LEOGn*.EX
LEOF;FUT ON LEONI AG;SINGLE STOCK FUTURES;LEOF=A GR Equity;0#LEOGn:
LEON;OPT ON Leonteq AG;SINGLE STOCK OPTIONS;LEON SW Equity;0#LEON*.EX
LGE;OPTION ON LEGAL & GENERAL;SINGLE STOCK OPTIONS;LGEN LN Equity;0#LGEN*.EX
LGEF;FUT ON LEGAL & GENERAL GROUP;SINGLE STOCK FUTURES;LGEF=A GR Equity;0#LGEF:
LHA;OPT ON LUFTHANSA AG -ST-;SINGLE STOCK OPTIONS;LHA GR Equity ;0#LHAG*.EX
LHA1;1ST FRIDAY OPT ON LUFTHANSA;SINGLE STOCK OPTIONS;LHA GR Equity;0#LHAG1W*.EX
LHA2;2ND FRIDAY OPT ON LUFTHANSA;SINGLE STOCK OPTIONS;LHA GR Equity;0#LHAG2W*.EX
LHA4;4TH FRIDAY OPT ON LUFTHANSA;SINGLE STOCK OPTIONS;LHA GR Equity;0#LHAG4W*.EX
LHA5;5TH FRIDAY OPT ON LUFTHANSA;SINGLE STOCK OPTIONS;LHA GR Equity;0#LHAG5W*.EX
LHAE;OPT E ON LUFTHANSA ST   ;SINGLE STOCK OPTIONS;LHA GR Equity;0#LHAE*.EX
LHAF;FUT ON LUFTHANSA;SINGLE STOCK FUTURES;LHA=A GR Equity;0#LHAG:
LIEF;FUT ON SUN LIFE FINANCIAL INC.;SINGLE STOCK FUTURES;LIEF=A GR Equity;0#SLF:
LIF;OPTION ON KLEPIERRE;SINGLE STOCK OPTIONS;LI FP Equity;0#LOIM*.EX
LIFH;FUT ON KLEPIERRE;SINGLE STOCK FUTURES;LIFH=A GR Equity;0#LOIM3:
LIN;OPT ON LINDE AG;SINGLE STOCK OPTIONS;LINU GY Equity;0#LING*.EX
LING;FUT ON LINDE;SINGLE STOCK FUTURES;LING=A GR Equity;0#LING2:
LISF;FUT ON LINDT & SPRUENGLI;SINGLE STOCK FUTURES;LISF=A GR Equity;0#LISN:
LISN;OPT ON LINDT & SPRUENGLI;SINGLE STOCK OPTIONS;LISN SW Equity;0#LISN*.EX
LISP;OPTION ON LINDT PS;SINGLE STOCK OPTIONS;LISP SE Equity;0#LISP*.EX
LLOI;FUT ON LLOYDS BANKING GROUP;SINGLE STOCK FUTURES;LLOI=A GR Equity;0#LLOF4:
LLYF;FUT ON ELI LILLY & CO.;SINGLE STOCK FUTURES;LLYF=A GR Equity;0#LLYF:
LNDS;OPT ON Landis+Gyr Group AG;SINGLE STOCK OPTIONS;LAND SW Equity;0#LANDI*.EX
LOGG;FUT ON LOGITECH;SINGLE STOCK FUTURES;LOGG=A GR Equity;0#LOGN2:
LOGN;OPT ON LOGITECH N;SINGLE STOCK OPTIONS;LOGN SW Equity;0#LOGN*.EX
LOL1;1ST FRIDAY OPT ON LOREAL ;SINGLE STOCK OPTIONS;LOR GR Equity;0#OREP1W*.EX
LOL2;2ND FRIDAY OPT ON LOREAL;SINGLE STOCK OPTIONS;LOR GR Equity;0#OREP2W*.EX
LOL4;4TH FRIDAY OPT ON LOREAL;SINGLE STOCK OPTIONS;LOR GR Equity;0#OREP4W*.EX
LOL5;5TH FRIDAY OPT ON LOREAL;SINGLE STOCK OPTIONS;LOR GR Equity;0#OREP5W*.EX
LONG;FUT ON LONZA GROUP AG;SINGLE STOCK FUTURES;LONG=A GR Equity;0#LONN2:
LONN;OPT ON LONZA AG;SINGLE STOCK OPTIONS;LONN SW Equity;0#LONN*.EX
LOR;OPT ON LOREAL;SINGLE STOCK OPTIONS;LOR GR Equity ;0#OREP*.EX
LORF;FUT ON LOREAL;SINGLE STOCK FUTURES;OR=A GR Equity;0#OREP:
LOTF;FUT ON Lotus Bakeries;SINGLE STOCK FUTURES;LOTF=A GR Equity;0#LOTB:
LOWF;FUT ON LOWES COMPANIES INC.;SINGLE STOCK FUTURES;LOWF=A GR Equity;0#LOWF:
LPK;OPT ON LPKF LASER & ELEC. AG;SINGLE STOCK OPTIONS;LPK GR Equity;0#LPKG*.EX
LPKF;FUT ON LPKF LASER & ELECTR.AG;SINGLE STOCK FUTURES;LPKF=A GR Equity;0#LPKG:
LRC;OPTION ON LEGRAND;SINGLE STOCK OPTIONS;LR FP Equity;0#LEGD*.EX
LRCF;FUT ON LEGRAND;SINGLE STOCK FUTURES;LRCF=A GR Equity;0#LEGD:
LSEF;FUT ON LONDON STOCK EXCHANGE;SINGLE STOCK FUTURES;LSEF=A GR Equity;0#LSEF:
LUK;OPTION ON LUKOIL;SINGLE STOCK OPTIONS;LUKOY US Equity ;0#LKOHyq*.EX
LUKF;FUT ON LUKOIL;SINGLE STOCK FUTURES;LUKF=A GR Equity;0#LKOHyq:
LUX;OPTION ON LUXOTTICA GROUP SPA;SINGLE STOCK OPTIONS;LUX IM Equity;0#LUX*.EX
LVSF;FUT ON LAS VEGAS SANDS CORP.;SINGLE STOCK FUTURES;LVSF=A GR Equity;0#LVSF:
LXS;OPT ON LANXESS;SINGLE STOCK OPTIONS;LXS GR Equity ;0#LXSG*.EX
LXSF;FUT ON LANXESS;SINGLE STOCK FUTURES;LXSF=A GR Equity;0#LXSG:
M2CD;McDonalds Corp Div Futures;SINGLE STOCK DIVIDEND FUTURES;M2CD=A GR Equity;0#M2CD:
M2MM;3M Co Div. Futures;SINGLE STOCK DIVIDEND FUTURES;M2MM=A GR Equity;0#M2MM:
M2OF;Altria Group Inc Div. Futures;SINGLE STOCK DIVIDEND FUTURES;M2OF=A GR Equity;0#M2OF:
M2OH;FUT ON LVMH DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;M2OH=A GR Equity;0#M2OH:
M2RK;FUT ON MERCK DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;M2RK=A GR Equity;0#M2RK:
M2RW;FUT ON MORISON SUPERMARKET DIV;SINGLE STOCK DIVIDEND FUTURES;M2RW=A GR Equity;0#M2RW:
M2ST;Microsoft Dividend Futures;SINGLE STOCK DIVIDEND FUTURES;M2ST=A GR Equity;0#M2ST:
M2UV;MUNICH RE DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;M2UV=A GR Equity;0#M2UV:
M3OH;FUT ON LVMH DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;M3OH=A GR Equity;0#M3OH:
M6QF;FUT ON Outotec Oyi  ;SINGLE STOCK FUTURES;M6QF=A GR Equity;0#M6QF:
MAGF;FUT ON MAGNIT;SINGLE STOCK FUTURES;MAGF=A GR Equity;0#MAGF:
MAN;OPT ON MAN SE - STAMMAKTIEN -;SINGLE STOCK OPTIONS;MAN GR Equity ;0#MANG*.EX
MANG;FUT ON MAN SE - STAMMAKTIEN -;SINGLE STOCK FUTURES;MANG=A GR Equity;0#MANG2:
MBTN;OPT ON MEYER BURGER TECHNOLOGY;SINGLE STOCK OPTIONS;MBTN SW Equity;0#MBTN*.EX
MCCF;FUT ON MERCK & CO. INC.;SINGLE STOCK FUTURES;MCCF=A GR Equity;0#MCCF:
MCDF;FUT ON MCDONALDS CORP.;SINGLE STOCK FUTURES;MCDF=A GR Equity;0#MCDF:
MCH;OPTION ON MICHELIN;SINGLE STOCK OPTIONS;MCH GR Equity;0#MICP*.EX
MDI;OPT ON Mondi PLC;SINGLE STOCK OPTIONS;MNDI LN Equity;0#MNDI*.EX
MDIF;FUT ON Mondi Plc;SINGLE STOCK FUTURES;MDIF=A GR Equity;0#MDIF:
MDS5;OPT ON MEDIASET;SINGLE STOCK OPTIONS;MS IM Equity;0#MS*.EX
MDSF;FUT ON MEDIASET;SINGLE STOCK FUTURES;MDSF=A GR Equity;0#MDSF:
MDTF;FUT ON MEDTRONIC PLC.;SINGLE STOCK FUTURES;MDTF=A GR Equity;0#MDTF:
ME9;OPTION ON MEDIOBANCA SPA;SINGLE STOCK OPTIONS;MB IM Equity;0#MDBI*.EX
ME9G;FUT ON MEDIOBANCA;SINGLE STOCK FUTURES;ME9G=A GR Equity;0#ME9F2:
MELP;FUT ON Melia Hotels Int SA;SINGLE STOCK FUTURES;MELP=A GR Equity;0#MELP:
MERF;FUT ON Mercialys;SINGLE STOCK FUTURES;MERF=A GR Equity;0#MERY:
MFX;OPTION ON WENDEL;SINGLE STOCK OPTIONS;MF FP Equity;0#MWDP*.EX
MFXH;FUT ON WENDEL INVESTISSEMENT;SINGLE STOCK FUTURES;MFXH=A GR Equity;0#MWDP3:
MINF;FUT ON SpareBank ;SINGLE STOCK FUTURES;MINF=A GR Equity;0#MING:
MKS;OPTION ON MARKS & SPENCER;SINGLE STOCK OPTIONS;MKS LN Equity ;0#MKS*.EX
MKSG;FUT ON MARKS&SPENCER GROUP PL;SINGLE STOCK FUTURES;MKSG=A GR Equity;0#MKSF2:
MLP;OPT ON MLP SE;SINGLE STOCK OPTIONS;MLP GR Equity ;0#MLPG*.EX
MLPF;FUT ON MLP SE;SINGLE STOCK FUTURES;MLPF=A GR Equity;0#MLPG:
MLUF;FUT ON MANULIFE FINANCIAL;SINGLE STOCK FUTURES;MLUF=A GR Equity;0#MFC:
MLXF;FUT ON MICHELIN;SINGLE STOCK FUTURES;MLXF=A GR Equity;0#MICP:
MMMF;FUT ON 3M CO;SINGLE STOCK FUTURES;MMMF=A GR Equity;0#MMMF:
MMT;OPTION ON M6 METROPOLE;SINGLE STOCK OPTIONS;MMT FP Equity;0#MMTP*.EX
MMTG;FUT ON M6-METROPOLE TELEVISION;SINGLE STOCK FUTURES;MMTG=A GR Equity;0#MMTP2:
MOFF;FUT ON ALTRIA GROUP INC.;SINGLE STOCK FUTURES;MOFF=A GR Equity;0#MOFF:
MOH;OPT ON LVMH SE;SINGLE STOCK OPTIONS;MOH GR Equity ;0#LVMH*.EX
MOHG;FUT ON LVMH SE;SINGLE STOCK FUTURES;MOHG=A GR Equity;0#LVMH2:
MON;OPT ON Moncler;SINGLE STOCK OPTIONS;MONC IM Equity;0#MONC*.EX
MONF;FUT ON Moncler;SINGLE STOCK FUTURES;MONF=A GR Equity;0#MONCC:
MOR;OPT ON MORPHOSYS AG;SINGLE STOCK OPTIONS;MOR GR Equity;0#MORG*.EX
MORF;FUT ON MORPHOSYS AG;SINGLE STOCK FUTURES;MORF=A GR Equity;0#MORG:
MOS;OPTION ON ORANGE BELGIUM;SINGLE STOCK OPTIONS;OBEL BB Equity;0#MSTAR*.EX
MOSI;FUT ON ORANGE-BELGIUM;SINGLE STOCK FUTURES;MOSI=A GR Equity;0#MOSF4:
MOW1;1ST FRIDAY OPT ON LVMH;SINGLE STOCK OPTIONS;MOH GR Equity;0#LVMH1W*.EX
MOW2;2ND FRIDAY OPT ON LVMH;SINGLE STOCK OPTIONS;MOH GR Equity;0#LVMH2W*.EX
MOW4;4TH FRIDAY OPT ON LVMH;SINGLE STOCK OPTIONS;MOH GR Equity;0#LVMH4W*.EX
MOW5;5TH FRIDAY OPT ON LVMH;SINGLE STOCK OPTIONS;MOH GR Equity;0#LVMH5W*.EX
MRK;OPT ON MERCK KGAA;SINGLE STOCK OPTIONS;MRK GR Equity ;0#MRCG*.EX
MRKE;OPT E ON MERCK KGAA;SINGLE STOCK OPTIONS;MRK GR Equity;0#MRKE*.EX
MRKH;FUT ON MERCK KGAA;SINGLE STOCK FUTURES;MRKH=A GR Equity;0#MRCG3:
MRWF;FUT ON WM. MORRISON SUPERMARKE;SINGLE STOCK FUTURES;MRWF=A GR Equity;0#MRWF:
MSTF;FUT ON MICROSOFT CORP;SINGLE STOCK FUTURES;MSTF=A GR Equity;0#MSTF:
MTAH;FUT ON WARTSILA;SINGLE STOCK FUTURES;MTAH=A GR Equity;0#MTAF3:
MTAI;FUT ON WARTSILA;SINGLE STOCK FUTURES;MTAI=A GR Equity;0#MTAF4:
MTSP;FUT ON ArcelorMittal;SINGLE STOCK FUTURES;MTSP=A GR Equity;0#MTSP:
MTX;OPT ON MTU AERO ENGINES AG;SINGLE STOCK OPTIONS;MTX GR Equity;0#MTXGn*.EX
MTXF;FUT ON MTU AERO ENGINES AG;SINGLE STOCK FUTURES;MTXF=A GR Equity;0#MTXGn:
MU2G;FUT ON MUENCHENER RUECKVERS.;SINGLE STOCK FUTURES;MU2G=A GR Equity;0#MUVGN2:
MUE1;1ST FRIDAY OPT ON MUENCH.RUECK;SINGLE STOCK OPTIONS;MUV2 GR Equity;0#MUVGn1W*.EX
MUE2;2ND FRIDAY OPT ON MUENCH.RUECK;SINGLE STOCK OPTIONS;MUV2 GR Equity;0#MUVGn2W*.EX
MUE4;4TH FRIDAY OPT ON MUENCH.RUECK;SINGLE STOCK OPTIONS;MUV2 GR Equity;0#MUVGn4W*.EX
MUE5;5TH FRIDAY OPT ON MUENCH.RUECK;SINGLE STOCK OPTIONS;MUV2 GR Equity;0#MUVGn5W*.EX
MUN;OPT ON BANCA MEDIOLANUM SPA;SINGLE STOCK OPTIONS;BMED IM Equity;0#MED*.EX
MUNG;FUT ON BANCA MEDIOLANUM;SINGLE STOCK FUTURES;MUNG=A GR Equity;0#MUNF2:
MUV2;OPT ON MUENCHNER RUECKVERS AG;SINGLE STOCK OPTIONS;MUV2 GR Equity;0#MUVGn*.EX
MUVE;OPT E MUENCHENER RUECKVERSICHE;SINGLE STOCK OPTIONS;MUV2 GY Equity;0#MUVE*.EX
MYM;OPT ON MAYR-MELNHOF KARTON AG;SINGLE STOCK OPTIONS;MMK AV Equity;0#MMKV*.EX
MYMF;FUT ON MAYR MELNHOF;SINGLE STOCK FUTURES;MYMF=A GR Equity;0#MYMF:
N10F;FUT ON NOVATEK;SINGLE STOCK FUTURES;N10F=A GR Equity;0#NVTKq:
N2DB;FUT ON NORDEA BANK DIVIDENDS;SINGLE STOCK DIVIDEND FUTURES;N2DB=A GR Equity;0#N2DB:
N2ES;NESTLE  S.A. - N. DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;N2ES=A GR Equity;0#N2ES:
N2G;FUT ON NATIONAL GRID DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;N2G=A GR Equity;0#N2G:
N2OV;NOVARTIS AG - N. DIVIDEND FUT;SINGLE STOCK DIVIDEND FUTURES;N2OV=A GR Equity;0#N2OV:
N3G;FUT ON NATIONAL GRID DIVIDEND;SINGLE STOCK DIVIDEND FUTURES;N3G=A GR Equity;0#N3G:
N3OA;FUT ON Nokia Corp. Div.;SINGLE STOCK DIVIDEND FUTURES;N3OA=A GR Equity;0#N3OA:
N4OA;FUT ON NOKIA CORP.DIV.;SINGLE STOCK DIVIDEND FUTURES;N4OA=A GR Equity;0#N4OA:
NBP;OPTION ON NATIXIS;SINGLE STOCK OPTIONS;KN FP Equity;0#CNAT*.EX
NBZF;FUT ON Nordea Bank AB - FDR;SINGLE STOCK FUTURES;NBZF=A GR Equity;0#NBZF:
NDA;OPT ON AURUBIS AG;SINGLE STOCK OPTIONS;NDA GR Equity;0#NAFG*.EX
NDAF;FUT ON AURUBIS AG;SINGLE STOCK FUTURES;NDAF=A GR Equity;0#NAFG:
NDB;OPT ON NORDEA BANK;SINGLE STOCK OPTIONS;NDB GR Equity ;0#NDA*.EX
NDBF;FUT ON NORDEA BANK;SINGLE STOCK FUTURES;NDBF=A GR Equity;0#NDBF:
NDX1;OPT ON NORDEX;SINGLE STOCK OPTIONS;NDX1 GR Equity;0#NDXG*.EX
NDXF;FUT ON NORDEX SE;SINGLE STOCK FUTURES;NDXF=A GR Equity;0#NDXGk:
NEF;OPT ON NESTE OYJ;SINGLE STOCK OPTIONS;NEF GR Equity ;0#NES1V*.EX
NEFF;FUT ON NESTE OYJ;SINGLE STOCK FUTURES;NEFF=A GR Equity;0#NEFF:
NEMF;FUT ON NEWMONT MINING CORP;SINGLE STOCK FUTURES;NEMF=A GR Equity;0#NEMF:
NES1;1ST FRIDAY OPT ON NESTLE;SINGLE STOCK OPTIONS;NESR GR Equity;0#NESN1W*.EX
NES2;2ND FRIDAY OPT ON NESTLE;SINGLE STOCK OPTIONS;NESR GR Equity;0#NESN2W*.EX
NES4;4TH FRIDAY OPT ON NESTLE;SINGLE STOCK OPTIONS;NESR GR Equity;0#NESN4W*.EX
NES5;5TH FRIDAY OPT ON NESTLE;SINGLE STOCK OPTIONS;NESR GR Equity;0#NESN5W*.EX
NESE;OPT E ON NESTLE AG,NOM;SINGLE STOCK OPTIONS;NESN SW Equity;0#NESE*.EX
NESG;FUT ON NESTLE AG,NOM.;SINGLE STOCK FUTURES;NESG=A GR Equity;0#NESN2:
NESN;OPT ON NESTLE AG;SINGLE STOCK OPTIONS;NESN SW Equity;0#NESN*.EX
NET;OPT ON NEMETSCHEK SE;SINGLE STOCK OPTIONS;NEM GR Equity;0#NEKG*.EX
NETF;FUT ON NEMETSCHEK SE;SINGLE STOCK FUTURES;NETF=A GR Equity;0#NEKG:
NGFG;FUT ON NATIONAL GRID PLC;SINGLE STOCK FUTURES;NGFG=A GR Equity;0#NGFG:
NGG;OPTION ON NATIONAL GRID;SINGLE STOCK OPTIONS;NG/ LN Equity;0#NG*.EX
NHYG;FUT ON NORSK HYDRO ASA;SINGLE STOCK FUTURES;NHYG=A GR Equity;0#NHYF2:
NKEF;FUT ON NIKE INC;SINGLE STOCK FUTURES;NKEF=A GR Equity;0#NKEF:
NKF;OPTION ON IMERYS;SINGLE STOCK OPTIONS;NK FP Equity;0#IMTP*.EX
NKFG;FUT ON IMERYS;SINGLE STOCK FUTURES;NKFG=A GR Equity;0#IMTP2:
NNG;OPT ON NN GROUP NV;SINGLE STOCK OPTIONS;2NN GR Equity;0#NN*.EX
NNGF;FUT ON NN Group ;SINGLE STOCK FUTURES;NNGF=A GR Equity;0#NNGF:
NNIA;OPTION ON NORILSK NICKEL;SINGLE STOCK OPTIONS;NILSY US Equity ;0#NKELyq*.EX
NNIG;FUT ON JSC MMC NORILSK NICKEL;SINGLE STOCK FUTURES;NNIG=A GR Equity;0#NKELyq2:
NO3H;FUT ON NOKIA CORP.;SINGLE STOCK FUTURES;NO3H=A GR Equity;0#NO3F3:
NO8F;FUT ON NAT.OILWELL VARCO INC.;SINGLE STOCK FUTURES;NO8F=A GR Equity;0#NO8F:
NOA1;1ST FRIDAY OPT NOKIA;SINGLE STOCK OPTIONS;NOKIA FH Equity;0#NOK1V1W*.EX
NOA2;2NDFRIDAY OPT NOKIA;SINGLE STOCK OPTIONS;NOKIA FH Equity;0#NOK1V2W*.EX
NOA3;OPT ON NOKIA CORP.;SINGLE STOCK OPTIONS;NOKIA FH Equity;0#NOK1V*.EX
NOA4;4TH FRIDAY OPT NOKIA;SINGLE STOCK OPTIONS;NOKIA FH Equity;0#NOK1V4W*.EX
NOA5;5TH FRIDAY OPT NOKIA;SINGLE STOCK OPTIONS;NOKIA FH Equity;0#NOK1V5W*.EX
NOAE;OPT E ON NOKIA CORP. A FM 5;SINGLE STOCK OPTIONS;NOKIA FH Equity;0#NOAE*.EX
NOEF;FUT ON Norma Group SE;SINGLE STOCK FUTURES;NOEF=A GR Equity;0#NOEJ:
NOEJ;OPT ON NORMA GROUP SE;SINGLE STOCK OPTIONS;NOEJ GR Equity;0#NOEJ*.EX
NOVE;OPT E ON NOVARTIS AG;SINGLE STOCK OPTIONS;NOVN SW Equity;0#NOVE*.EX
NOVF;FUT ON NOVARTIS;SINGLE STOCK FUTURES;NOVN=A GR Equity;0#NOVN:
NOVN;OPT ON NOVARTIS AG;SINGLE STOCK OPTIONS;NOVN SW Equity;0#NOVN*.EX
NOW1;1ST FRIDAY OPT ON Novartis;SINGLE STOCK OPTIONS;NOT GR Equity;0#NOVN1W*.EX
NOW2;2ND FRIDAY OPT ON Novartis;SINGLE STOCK OPTIONS;NOT GR Equity;0#NOVN2W*.EX
NOW4;4TH FRIDAY OPT ON Novartis;SINGLE STOCK OPTIONS;NOT GR Equity;0#NOVN4W*.EX
NOW5;5TH FRIDAY OPT ON Novartis;SINGLE STOCK OPTIONS;NOT GR Equity;0#NOVN5W*.EX
NP6;OPTION ON NEOPOST;SINGLE STOCK OPTIONS;NEO FP Equity;0#NPOS*.EX
NP6G;FUT ON NEOPOST;SINGLE STOCK FUTURES;NP6G=A GR Equity;0#NPOS2:
NPWF;FUT ON SMITH & NEPHEW PLC;SINGLE STOCK FUTURES;NPWF=A GR Equity;0#NPWF:
NREF;FUT ON NOKIAN RENKAAT;SINGLE STOCK FUTURES;NREF=A GR Equity;0#NREF:
NTFF;FUT ON Netflix Inc.  ;SINGLE STOCK FUTURES;NTFF=A GR Equity;0#NTFF:
NVJ;OPT ON UMICORE;SINGLE STOCK OPTIONS;UMI BB Equity;0#UMI*.EX
NVJH;FUT ON UMICORE S.A.;SINGLE STOCK FUTURES;NVJH=A GR Equity;0#ACUM3:
NXOF;FUT ON Nicox S.A. ;SINGLE STOCK FUTURES;NXOF=A GR Equity;0#NCOX:
NXS;OPTION ON NEXANS;SINGLE STOCK OPTIONS;NEX FP Equity;0#NEXS*.EX
NXSG;FUT ON NEXANS;SINGLE STOCK FUTURES;NXSG=A GR Equity;0#NEXS2:
NXTM;FUT ON NEXT PLC;SINGLE STOCK FUTURES;NXTM=A GR Equity;0#NXTF8:
NYR;OPTION ON NYRSTAR N.V.;SINGLE STOCK OPTIONS;NYR BB Equity;0#NYR*.EX
O1BC;OPT ON XING SE;SINGLE STOCK OPTIONS;O1BC GR Equity;0#OBCGn*.EX
O1BG;FUT ON XING SE;SINGLE STOCK FUTURES;O1BG=A GR Equity;0#OBCGn2:
O2D;OPT ON TELEFONICA DTL O2;SINGLE STOCK OPTIONS;O2D GR Equity;0#O2Dn*.EX
O2DF;FUT ON TELEFONICA DEUTS.HOLD.;SINGLE STOCK FUTURES;O2DF=A GR Equity;0#O2Dn:
O2MX;OPT ON MDAX;INDEX OPTIONS;MDAX Index ;0#MDAX*.EX
OATF;OPT ON ATX Five Index;INDEX OPTIONS;ATXFO Index;0#FATFF*.EX
OATX;OPT ON ATX INDEX;INDEX OPTIONS;ATXO Index;0#FATXA*.EX
OBTP;OPT ON EURO BTP FUTURES;OPTIONS ON FIXED INCOME FUTURES;IKA Comdty;0#OBTP*.EX
OCAU;OPT ON AUD/USD;CURRENCY OPTIONS;N/A;0#FCAU*.EX
OCAY;OPT ON AUD/JPY;CURRENCY OPTIONS;N/A;0#FCAY*.EX
OCCO;OPT ON BBG COMMODITY INDEX;COMMODITY INDEX OPTIONS;BCOM Index;0#FCCO*.EX
OCEA;OPT ON EURAUD;CURRENCY OPTIONS;N/A;0#FCEA*.EX
OCEE;OPT ON CECE EUR;INDEX OPTIONS;CECEEURO Index;0#FCEE*.EX
OCEF;OPT ON EURCHF;CURRENCY OPTIONS;N/A;0#FCEF*.EX
OCEP;OPT ON EURGBP;CURRENCY OPTIONS;N/A;0#FCEP*.EX
OCEU;OPT ON EURUSD;CURRENCY OPTIONS;N/A;0#FCEU*.EX
OCEY;OPT ON EUR/JPY;CURRENCY OPTIONS;N/A;0#FCEY*.EX
OCGF;FUT ON Ocado Group;SINGLE STOCK FUTURES;OCGF=A GR Equity;0#OCGF:
OCI1;OPT ON ACS;SINGLE STOCK OPTIONS;ACS SM Equity;0#ACS*.EX
OCIG;FUT ON ACS ACTIVIDADES CONS;SINGLE STOCK FUTURES;OCIG=A GR Equity;0#ACS2:
OCIP;FUT PHY ON ACS. ACT. DE CONSTR;SINGLE STOCK FUTURES;OCIP=A GR Equity;0#OCIP:
OCNU;OPT ON NZDUSD;CURRENCY OPTIONS;N/A;0#FCNU*.EX
OCPF;OPT ON GBPCHF;CURRENCY OPTIONS;N/A;0#FCPF*.EX
OCPU;OPT ON GBPUSD;CURRENCY OPTIONS;N/A;0#FCPU*.EX
OCRU;OPT ON ETFS WTI CRUDE OIL;OPTIONS ON EXCHANGE-TRADED COMMODITIES SECURITIES;CRUD LN Equity;0#OCRU*.EX
OCUF;OPT ON USDCHF;CURRENCY OPTIONS;N/A;0#FCUF*.EX
OCUY;OPT ON USDJPY;CURRENCY OPTIONS;N/A;0#FCUY*.EX
ODAX;OPT ON THE DAX INDEX;INDEX OPTIONS;DAX Index ;0#GDAX*.EX
ODIV;OPT ON DIVDAX;INDEX OPTIONS;DDAXK Index;0#GSUK*.EX
ODX1;1ST FRIDAY OPT ON DAX;INDEX OPTIONS;WDAXA Index;0#GDAX1W*.EX
ODX2;2ND FRIDAY OPT ON DAX;INDEX OPTIONS;WDAXB Index;0#GDAX2W*.EX
ODX4;4TH FRIDAY OPT ON DAX;INDEX OPTIONS;WDAXD Index;0#GDAX4W*.EX
ODX5;5TH FRIDAY OPT ON DAX;INDEX OPTIONS;WDAXE Index;0#GDAX5W*.EX
OEB1;OPT ON EU. ST. BANKS 1ST FRI;INDEX OPTIONS;WSX7EA Index;0#FESB1W*.EX
OEB2;OPT ON EU. ST. BANKS 2ND FRI;INDEX OPTIONS;WSX7EB Index;0#FESB2W*.EX
OEB4;OPT ON EU. ST.BANKS 4TH FRI;INDEX OPTIONS;WSX7ED Index;0#FESB4W*.EX
OEB5;OPT ON EU. ST.BANKS 5TH FRI;INDEX OPTIONS;WSX7EE Index;0#FESB5W*.EX
OEDV;OPT ON EURO STOXX SEL. DIV. 30;INDEX OPTIONS;SD3E Index;0#SD3E*.EX
OEM;OPT ON TOMTOM;SINGLE STOCK OPTIONS;OEM GR Equity ;0#OEM*.EX
OEM1;1 YEAR MID-CURVE OPTIONS ;OPTIONS ON MONEY MARKET FUTURES;0VA Comdty;0#FEM1*.EX
OEM2;2 YEAR MID-CURVE OPTIONS ;OPTIONS ON MONEY MARKET FUTURES;2VA Comdty;0#FEM2*.EX
OEM3;3 YEAR MID-CURVE OPTIONS ;OPTIONS ON MONEY MARKET FUTURES;3VA Comdty;0#FEM3*.EX
OEM4;4 YEAR MID-CURVE OPTIONS ;OPTIONS ON MONEY MARKET FUTURES;4RA Comdty;0#FEM4*.EX
OEMB;OPT ON iShares JPM USD CB ETF;EXTF-OPTIONS;IEMB LN Equity;0#OEMB*.EX
OEMF;FUT ON TOMTOM;SINGLE STOCK FUTURES;OEMF=A GR Equity;0#TOM2:
OERG;FUT ON OC OERLIKON CORPORATION;SINGLE STOCK FUTURES;OERG=A GR Equity;0#OERL2:
OERL;OPT ON OC OERLIKON CORP AG;SINGLE STOCK OPTIONS;OERL SW Equity;0#OERL*.EX
